user_id,segment,variant,converted
106029,paid_search,control,0
105815,paid_search,treatment,0
111104,paid_search,control,0
113769,app_store,control,0
103340,organic,treatment,1
104432,referral,treatment,0
106479,organic,treatment,0
113743,paid_search,control,0
108511,paid_search,control,0
105630,organic,treatment,1
106183,paid_search,control,0
113317,paid_search,control,0
111901,paid_search,control,1
104286,organic,treatment,0
112517,referral,treatment,0
102795,paid_search,treatment,0
106985,paid_search,treatment,0
100306,paid_search,control,0
106328,paid_search,control,0
111605,organic,control,0
103699,paid_search,control,1
107548,app_store,treatment,0
112030,paid_search,control,0
104184,referral,treatment,0
112475,organic,treatment,1
103784,referral,treatment,1
102756,organic,treatment,0
102262,organic,treatment,0
104492,app_store,control,0
107806,app_store,treatment,0
100516,referral,treatment,1
104027,app_store,treatment,0
109425,paid_search,control,0
101239,organic,control,0
108973,organic,treatment,1
106464,organic,control,0
112628,paid_search,control,1
112546,app_store,control,0
113260,app_store,treatment,0
109064,paid_search,control,0
100603,organic,treatment,1
101465,organic,treatment,0
103617,paid_search,treatment,0
113887,paid_search,control,0
107624,referral,control,0
102585,app_store,control,0
105254,paid_search,control,0
107874,organic,treatment,0
107270,referral,control,0
102153,paid_search,control,0
102060,paid_search,control,0
100732,organic,treatment,0
106007,influencer,treatment,0
109125,paid_search,control,1
104278,paid_search,control,0
104955,app_store,treatment,0
103624,referral,treatment,0
104336,influencer,treatment,0
104049,organic,treatment,0
110842,paid_search,treatment,0
104540,paid_search,treatment,0
110474,organic,control,1
105542,organic,treatment,1
105790,paid_search,control,1
108624,referral,treatment,1
105404,paid_search,treatment,0
110923,organic,treatment,1
101155,paid_search,control,0
111560,paid_search,control,0
113288,organic,treatment,1
105377,organic,treatment,0
100755,organic,treatment,0
109131,app_store,control,0
111001,paid_search,control,0
110306,organic,treatment,1
103700,organic,treatment,0
109627,paid_search,treatment,0
111105,paid_search,treatment,0
107252,organic,treatment,1
103975,app_store,control,0
100358,referral,treatment,0
107581,paid_search,control,0
101269,paid_search,treatment,0
112838,paid_search,control,0
109200,paid_search,control,0
108863,organic,treatment,0
111810,paid_search,treatment,0
109301,organic,treatment,0
106721,referral,treatment,0
106262,organic,treatment,0
100245,organic,treatment,0
103046,referral,treatment,1
109995,organic,treatment,0
102653,paid_search,treatment,1
108381,organic,control,0
100100,referral,treatment,0
107858,app_store,treatment,0
110685,paid_search,control,0
112574,app_store,treatment,0
100692,organic,treatment,1
102329,organic,control,0
107656,referral,control,1
100913,organic,treatment,1
107416,referral,control,0
103854,paid_search,control,0
101678,referral,control,0
102931,referral,treatment,1
112588,organic,treatment,0
101194,paid_search,treatment,1
104010,organic,control,1
101647,organic,treatment,0
112771,paid_search,treatment,0
105250,organic,treatment,0
108857,referral,control,0
100681,paid_search,control,0
100774,organic,treatment,0
113178,organic,treatment,0
105681,paid_search,treatment,0
113722,app_store,control,0
102780,app_store,control,0
104884,paid_search,control,0
100949,paid_search,control,0
113496,organic,control,1
102752,paid_search,treatment,0
106136,paid_search,control,0
101065,referral,control,0
101855,paid_search,control,0
101681,referral,treatment,1
106452,paid_search,control,0
111735,referral,treatment,0
111727,paid_search,control,0
105730,organic,control,0
108239,app_store,treatment,0
106531,organic,treatment,0
110769,organic,treatment,0
101286,paid_search,control,0
110982,organic,treatment,1
102019,referral,control,0
108705,referral,control,0
111226,app_store,control,0
102000,paid_search,treatment,0
107253,paid_search,control,0
105464,paid_search,control,0
102444,organic,treatment,0
110736,organic,treatment,0
104057,app_store,treatment,1
108313,app_store,control,0
111549,paid_search,control,0
104183,organic,treatment,1
103434,referral,control,0
113976,app_store,control,0
112724,referral,control,1
104517,organic,treatment,0
105123,organic,control,1
104614,paid_search,control,0
109810,paid_search,treatment,0
113153,referral,control,0
107273,paid_search,treatment,0
110105,referral,treatment,0
109618,organic,control,0
103132,organic,control,0
109717,organic,treatment,0
105439,referral,treatment,0
108353,organic,treatment,0
112331,organic,treatment,0
109868,organic,treatment,0
111689,referral,control,1
107062,paid_search,control,0
104285,paid_search,treatment,0
100749,paid_search,control,0
112335,organic,control,1
103629,paid_search,treatment,0
105859,referral,control,0
111471,paid_search,control,0
102396,referral,control,0
113656,organic,treatment,0
100712,referral,control,0
110569,referral,treatment,0
102266,app_store,control,0
107111,organic,treatment,1
111032,referral,treatment,0
108069,paid_search,control,1
100375,organic,treatment,0
102403,paid_search,treatment,1
107186,paid_search,control,0
102303,paid_search,control,0
100035,paid_search,control,0
109907,organic,control,1
110715,referral,control,1
112088,referral,treatment,0
112479,referral,treatment,0
111050,paid_search,control,0
104084,organic,treatment,1
112142,paid_search,control,0
106391,referral,control,1
103884,referral,treatment,0
101119,referral,treatment,0
101842,paid_search,treatment,1
105639,app_store,control,1
106051,paid_search,treatment,0
113898,paid_search,control,0
103369,paid_search,control,0
104222,organic,treatment,1
108379,app_store,treatment,0
102204,referral,control,0
103761,organic,treatment,0
111981,paid_search,control,0
107526,paid_search,treatment,0
102927,paid_search,control,0
106369,app_store,treatment,0
109314,organic,treatment,0
111783,app_store,control,0
108512,paid_search,treatment,0
109994,organic,control,0
106447,app_store,control,0
100714,organic,control,0
111143,organic,treatment,0
102144,organic,control,1
113224,paid_search,treatment,0
111900,organic,control,0
103379,referral,control,0
112502,paid_search,control,0
102477,referral,treatment,0
102946,paid_search,control,0
102883,referral,control,1
108906,app_store,control,0
111510,paid_search,treatment,0
113348,app_store,treatment,0
102657,paid_search,control,0
102571,referral,treatment,1
111661,organic,treatment,0
109963,referral,treatment,1
111477,paid_search,control,0
102274,referral,control,0
109396,paid_search,treatment,1
104523,app_store,treatment,0
108952,referral,control,0
111146,referral,treatment,0
101879,organic,treatment,0
107176,paid_search,control,0
109289,organic,treatment,0
112960,organic,treatment,0
112369,paid_search,control,1
101042,paid_search,control,0
110957,referral,control,0
100061,referral,treatment,1
106170,app_store,treatment,0
105537,organic,treatment,0
113823,app_store,treatment,0
106515,organic,control,0
111480,app_store,treatment,0
111882,paid_search,control,0
102680,paid_search,control,1
110037,organic,treatment,0
105772,app_store,control,0
105829,paid_search,control,0
100831,paid_search,treatment,0
109575,organic,control,1
109645,organic,treatment,1
109376,paid_search,control,0
102032,influencer,treatment,0
106290,organic,control,1
109840,organic,treatment,0
113959,referral,treatment,0
104425,organic,treatment,0
108634,organic,control,0
106182,referral,treatment,0
107209,organic,treatment,0
113633,referral,treatment,0
111958,paid_search,control,0
110544,referral,treatment,0
102755,referral,control,0
113132,app_store,treatment,0
108936,referral,treatment,1
110335,paid_search,treatment,0
104837,organic,treatment,0
104385,organic,treatment,0
104950,app_store,control,0
110931,referral,treatment,0
103165,app_store,control,0
107351,paid_search,treatment,0
101091,referral,treatment,0
108508,paid_search,control,0
112924,referral,treatment,0
112367,app_store,control,0
104618,referral,treatment,1
111829,organic,treatment,0
112379,organic,treatment,1
113160,referral,treatment,0
113591,organic,treatment,0
105487,organic,treatment,0
112090,referral,treatment,1
103810,organic,treatment,0
110318,referral,treatment,0
108451,organic,control,0
112760,paid_search,control,0
104700,organic,treatment,1
111469,organic,treatment,0
102457,referral,control,0
107350,referral,control,0
101276,paid_search,control,0
113856,organic,treatment,0
113215,paid_search,control,0
102772,referral,control,0
110485,app_store,treatment,0
107419,referral,treatment,0
109410,app_store,treatment,0
101859,organic,treatment,1
101298,app_store,control,0
100200,referral,control,0
105633,paid_search,treatment,0
100413,paid_search,control,0
109933,organic,treatment,0
110910,organic,treatment,0
100001,referral,control,1
100903,paid_search,control,0
103416,organic,treatment,0
107093,organic,treatment,1
103493,paid_search,treatment,0
107248,app_store,treatment,0
109546,paid_search,control,1
107191,organic,control,1
104808,app_store,control,0
101588,paid_search,treatment,0
103319,paid_search,treatment,0
102694,referral,control,1
105933,organic,control,1
108988,app_store,treatment,1
107386,organic,control,0
108780,paid_search,control,0
101302,paid_search,control,0
106680,app_store,control,0
111053,paid_search,treatment,0
113114,referral,treatment,0
109782,paid_search,control,0
109835,app_store,control,0
100182,paid_search,control,0
103924,paid_search,control,0
102404,organic,control,1
111745,organic,treatment,1
105514,organic,control,0
112356,organic,control,0
110561,app_store,control,0
103301,organic,treatment,0
111305,paid_search,treatment,0
104924,referral,treatment,0
102817,paid_search,control,0
103940,app_store,treatment,0
100795,paid_search,control,0
113788,paid_search,control,0
108179,paid_search,control,0
107884,organic,treatment,0
107242,organic,treatment,1
111599,paid_search,treatment,0
111139,paid_search,treatment,0
103484,organic,treatment,0
101996,app_store,control,0
110610,paid_search,control,0
112220,paid_search,control,1
112236,referral,control,0
113482,app_store,control,0
110944,organic,treatment,0
101641,organic,treatment,1
108897,paid_search,treatment,0
112047,app_store,control,0
101420,paid_search,treatment,0
111234,organic,treatment,1
102475,paid_search,control,0
103409,organic,treatment,1
110709,paid_search,control,1
109124,paid_search,control,0
111316,app_store,control,1
101522,paid_search,control,0
110991,referral,control,1
107114,paid_search,control,0
107873,organic,treatment,1
101219,referral,treatment,0
112624,referral,treatment,0
105479,app_store,treatment,0
102645,paid_search,control,0
106294,paid_search,control,1
113879,organic,control,0
112184,paid_search,control,0
109028,organic,control,0
106539,organic,control,1
110065,organic,treatment,1
109715,paid_search,control,0
101217,paid_search,control,0
103390,referral,treatment,0
108446,referral,treatment,0
103701,paid_search,control,0
113037,paid_search,control,0
109939,app_store,control,0
105825,app_store,treatment,0
111495,organic,treatment,0
111554,referral,control,1
111283,app_store,treatment,0
102462,app_store,control,0
108613,organic,control,0
103352,paid_search,treatment,0
113268,app_store,control,0
103177,organic,treatment,0
107687,paid_search,control,0
111213,app_store,treatment,1
102067,paid_search,control,0
106503,referral,treatment,0
107069,organic,treatment,1
109622,organic,treatment,0
109795,organic,treatment,0
107896,app_store,treatment,0
106381,app_store,control,1
104854,organic,control,1
108842,paid_search,control,0
104899,referral,treatment,0
106461,paid_search,control,0
112212,referral,control,1
105399,paid_search,control,1
108920,influencer,treatment,0
107141,paid_search,control,0
108377,app_store,treatment,0
111261,organic,control,0
113264,referral,treatment,1
111522,paid_search,treatment,0
106082,referral,control,1
101700,referral,control,0
103509,referral,treatment,0
101408,referral,treatment,1
113412,referral,treatment,0
105451,app_store,treatment,1
103953,paid_search,control,0
113901,paid_search,treatment,0
112774,paid_search,control,0
108760,paid_search,control,0
110300,app_store,treatment,0
111199,organic,treatment,0
109264,organic,treatment,1
102704,organic,treatment,0
106487,organic,control,0
103918,paid_search,control,0
104756,organic,treatment,0
101929,referral,treatment,0
105164,organic,treatment,0
104415,paid_search,control,0
107719,organic,treatment,0
107184,paid_search,control,0
103351,organic,treatment,0
111448,referral,control,1
105481,paid_search,treatment,1
109132,paid_search,control,0
108563,influencer,treatment,1
108280,paid_search,treatment,0
100722,organic,treatment,1
102395,organic,treatment,1
101424,influencer,control,1
106640,organic,treatment,0
110734,paid_search,control,0
108340,app_store,treatment,0
108766,organic,treatment,0
104737,referral,control,0
112746,organic,control,0
106221,organic,treatment,0
103985,organic,treatment,1
104593,paid_search,control,0
101726,organic,treatment,0
109865,organic,treatment,0
104105,organic,control,1
104604,referral,control,0
107852,paid_search,control,0
112256,app_store,control,0
108125,referral,treatment,1
105440,organic,treatment,0
100347,organic,treatment,0
110630,organic,treatment,1
102659,paid_search,control,1
110447,organic,treatment,0
112005,organic,treatment,1
104094,organic,treatment,1
101313,paid_search,control,0
100557,organic,control,0
112560,organic,treatment,0
106470,paid_search,treatment,0
105831,app_store,control,0
105634,paid_search,control,1
102980,paid_search,control,0
106041,referral,control,0
108923,organic,treatment,0
108480,referral,treatment,1
110342,organic,control,1
110204,referral,treatment,1
102143,paid_search,control,0
100344,influencer,treatment,0
113961,paid_search,control,0
106441,app_store,treatment,0
110468,referral,control,1
110881,paid_search,control,0
110319,referral,treatment,0
110520,organic,treatment,1
103117,organic,control,0
111857,organic,treatment,0
112766,organic,treatment,0
111160,organic,treatment,1
106062,organic,treatment,0
112306,app_store,treatment,0
111687,paid_search,control,0
112002,influencer,treatment,0
106822,organic,control,1
106255,organic,treatment,1
110133,influencer,treatment,1
112028,organic,treatment,1
112384,organic,treatment,0
109681,organic,treatment,0
106358,paid_search,control,0
104003,paid_search,control,0
106699,organic,treatment,0
112285,organic,treatment,0
111112,app_store,treatment,0
105137,paid_search,treatment,0
109226,organic,control,0
101666,organic,treatment,0
112264,organic,treatment,0
100458,paid_search,control,0
100489,paid_search,treatment,0
107329,organic,treatment,0
104612,influencer,treatment,0
105877,organic,treatment,0
106812,app_store,control,0
109322,paid_search,control,0
101657,paid_search,control,0
100397,app_store,control,0
113039,paid_search,control,0
103643,paid_search,treatment,0
102494,organic,treatment,0
106610,organic,treatment,0
103709,app_store,control,0
102929,organic,control,1
104697,influencer,treatment,1
108757,organic,control,0
103048,referral,control,1
103354,referral,control,0
109808,paid_search,treatment,0
113397,paid_search,control,1
109482,referral,control,0
105873,app_store,treatment,0
113287,organic,treatment,0
104048,paid_search,control,0
106846,paid_search,treatment,0
101778,app_store,treatment,0
110056,referral,treatment,1
106877,organic,treatment,0
109361,app_store,treatment,0
100081,paid_search,treatment,0
111279,app_store,control,0
100977,organic,control,1
104097,organic,treatment,0
106975,organic,control,0
110135,app_store,treatment,0
101158,paid_search,control,1
104511,app_store,treatment,0
111275,referral,treatment,1
110951,paid_search,control,0
105251,paid_search,control,0
103499,paid_search,control,0
112513,paid_search,treatment,0
104351,organic,control,0
106213,paid_search,treatment,1
110077,referral,treatment,1
113872,organic,treatment,0
102317,referral,control,1
107669,paid_search,control,0
101336,referral,treatment,0
105654,organic,treatment,0
100024,paid_search,control,0
106566,paid_search,treatment,0
104468,referral,control,1
112722,referral,control,1
102993,paid_search,control,0
101639,organic,treatment,1
100260,referral,control,0
103074,paid_search,control,1
103088,referral,control,0
101436,paid_search,control,1
103568,app_store,treatment,1
105030,paid_search,treatment,0
111841,paid_search,control,0
109021,app_store,control,0
102969,app_store,control,0
112903,paid_search,treatment,0
105055,organic,treatment,0
101226,organic,treatment,1
111874,paid_search,treatment,0
112675,organic,treatment,0
113063,app_store,control,0
110730,paid_search,control,0
104876,paid_search,treatment,0
107906,paid_search,control,1
111421,referral,treatment,0
111342,app_store,control,0
105326,organic,treatment,1
113747,referral,control,0
110752,paid_search,control,0
106151,app_store,control,0
105988,referral,control,1
111443,app_store,treatment,0
104092,organic,control,0
108681,app_store,control,0
111149,referral,treatment,0
100671,organic,treatment,0
102971,organic,treatment,0
106936,paid_search,control,0
107729,organic,treatment,1
106498,paid_search,treatment,0
103169,referral,treatment,0
112287,referral,control,0
109790,paid_search,treatment,0
100277,referral,treatment,0
107795,organic,treatment,0
100941,app_store,control,0
110984,app_store,control,0
108567,organic,control,0
109433,paid_search,control,0
112323,organic,treatment,0
107395,organic,treatment,0
100808,app_store,treatment,0
103335,paid_search,control,0
100373,organic,control,0
101375,paid_search,treatment,0
110451,referral,treatment,0
105480,app_store,treatment,1
107750,paid_search,control,0
101581,referral,treatment,0
113615,organic,treatment,1
103814,paid_search,treatment,0
101168,paid_search,treatment,0
106188,organic,treatment,0
106201,referral,treatment,0
101662,paid_search,treatment,1
108778,organic,control,0
111312,app_store,treatment,0
113874,paid_search,control,0
101294,app_store,control,1
108160,referral,control,0
112937,organic,control,1
106731,paid_search,control,0
112623,paid_search,treatment,0
100832,paid_search,control,1
112449,app_store,treatment,1
107349,app_store,control,1
103461,paid_search,control,0
105372,organic,control,1
104007,referral,control,0
109109,app_store,control,0
105052,app_store,treatment,0
102987,paid_search,control,1
102869,organic,control,0
106355,paid_search,treatment,0
100186,organic,treatment,0
104850,paid_search,treatment,0
101877,paid_search,control,0
100975,organic,control,1
108823,organic,control,1
106093,paid_search,control,1
110457,paid_search,control,1
112988,referral,treatment,1
113632,paid_search,control,1
104748,paid_search,treatment,0
108121,referral,control,0
110760,referral,treatment,1
108653,paid_search,control,0
108774,paid_search,control,0
113480,organic,treatment,1
103124,influencer,control,0
101798,organic,control,0
101315,paid_search,control,0
105007,paid_search,control,0
100797,referral,treatment,0
109276,organic,treatment,1
105827,paid_search,treatment,0
111679,referral,treatment,0
102940,referral,treatment,0
107688,paid_search,control,0
108524,organic,treatment,0
104175,organic,treatment,0
108056,paid_search,control,0
110190,referral,treatment,0
102426,organic,control,0
111853,organic,treatment,0
107134,organic,treatment,1
103110,paid_search,control,0
105777,app_store,control,0
105178,paid_search,control,1
106663,paid_search,control,0
104234,referral,control,0
103528,paid_search,treatment,0
110880,paid_search,control,0
105826,paid_search,control,0
102054,referral,control,1
106425,app_store,control,0
106384,paid_search,control,0
103378,referral,treatment,0
106220,referral,treatment,0
108526,organic,control,1
102467,app_store,treatment,1
108455,paid_search,control,1
108610,organic,control,0
104459,organic,treatment,0
109450,app_store,control,0
102822,referral,treatment,0
111702,paid_search,treatment,0
109912,paid_search,treatment,0
112917,referral,treatment,0
101900,referral,control,0
102968,organic,control,0
109656,paid_search,control,0
105385,paid_search,treatment,1
112388,referral,treatment,1
113122,referral,control,1
103292,paid_search,treatment,0
105200,referral,control,0
110391,organic,treatment,0
108738,organic,control,0
109013,referral,control,0
100711,paid_search,treatment,0
103153,app_store,control,0
106625,influencer,control,0
107622,referral,control,0
104489,paid_search,control,0
101501,organic,treatment,1
113861,app_store,treatment,0
103866,organic,treatment,0
102430,referral,treatment,1
104233,organic,control,1
107753,paid_search,control,0
103167,influencer,control,0
111812,paid_search,control,0
102418,app_store,control,0
102615,paid_search,control,1
110798,paid_search,treatment,0
102175,organic,treatment,0
110503,organic,control,0
109187,organic,treatment,0
108323,referral,control,0
104848,paid_search,treatment,1
100532,referral,treatment,0
114000,paid_search,control,0
104064,referral,control,0
110741,app_store,control,0
104291,referral,treatment,1
101755,paid_search,control,1
107789,paid_search,treatment,1
106833,referral,treatment,1
103621,organic,treatment,1
113731,paid_search,treatment,0
103112,paid_search,treatment,0
111514,organic,control,0
111650,paid_search,control,0
111453,organic,treatment,0
102721,referral,treatment,0
110935,referral,treatment,0
111884,paid_search,control,1
103742,app_store,control,0
105391,organic,treatment,0
103608,paid_search,control,0
111607,paid_search,control,0
102957,influencer,treatment,0
108496,organic,control,0
102905,organic,treatment,0
105627,organic,control,0
106239,paid_search,control,0
113897,paid_search,control,0
103119,paid_search,treatment,1
106015,app_store,treatment,0
102821,paid_search,control,0
100699,paid_search,treatment,0
109428,organic,treatment,0
111155,paid_search,control,0
104939,app_store,control,0
108492,organic,treatment,0
110900,referral,control,0
102170,influencer,treatment,1
104580,referral,treatment,0
105031,paid_search,control,0
100290,organic,treatment,0
102232,organic,control,0
102384,influencer,control,1
113577,paid_search,control,0
101046,referral,treatment,0
113725,referral,treatment,1
113767,paid_search,control,0
103016,app_store,treatment,0
100515,organic,treatment,1
102591,organic,treatment,0
111786,referral,control,0
113159,paid_search,control,1
112652,app_store,control,1
109014,app_store,treatment,0
112037,paid_search,treatment,0
113676,organic,treatment,0
112179,paid_search,treatment,1
100256,referral,control,0
111182,organic,treatment,0
110283,app_store,control,0
107278,organic,treatment,0
113292,organic,treatment,1
101056,organic,control,0
105498,app_store,treatment,0
113886,paid_search,control,1
106039,referral,control,0
110500,paid_search,treatment,1
111974,app_store,treatment,0
101391,referral,treatment,0
108170,organic,treatment,0
109579,organic,control,0
109171,organic,treatment,1
104311,referral,control,0
113718,paid_search,control,1
102517,organic,control,0
111172,paid_search,treatment,0
107689,referral,control,0
105112,organic,treatment,1
103032,organic,control,1
104595,app_store,control,0
104650,organic,control,0
101261,organic,control,0
106739,paid_search,control,0
100679,organic,control,0
106871,referral,treatment,0
112829,referral,control,0
103659,paid_search,treatment,0
106628,organic,treatment,0
110217,referral,control,0
107027,referral,control,0
103052,referral,control,0
103266,paid_search,treatment,0
110097,paid_search,control,1
103329,referral,control,0
106837,paid_search,control,1
106719,referral,treatment,1
105551,referral,treatment,0
101813,paid_search,control,0
105085,referral,treatment,0
106723,organic,control,1
112573,organic,control,1
110668,organic,control,0
101259,referral,treatment,0
108197,app_store,treatment,1
103203,organic,treatment,0
104218,organic,treatment,0
101364,referral,control,0
102360,organic,treatment,1
102336,referral,control,0
105089,organic,treatment,0
102550,paid_search,control,0
109553,paid_search,treatment,1
111557,app_store,control,0
113690,paid_search,control,0
102511,referral,treatment,0
109489,organic,control,0
102774,referral,control,0
108743,referral,treatment,0
107591,organic,treatment,1
110993,app_store,control,0
109872,organic,treatment,1
112127,influencer,control,0
104653,organic,treatment,1
103703,paid_search,treatment,0
113629,paid_search,treatment,0
100213,referral,treatment,1
100005,organic,treatment,0
104906,paid_search,control,0
104734,paid_search,treatment,0
112486,app_store,control,0
108310,organic,treatment,0
104829,organic,control,1
106596,app_store,control,0
110566,organic,control,0
106034,app_store,control,0
103178,paid_search,control,1
100387,referral,treatment,0
100486,paid_search,control,0
111113,organic,treatment,0
109506,paid_search,control,0
100148,app_store,control,0
109047,referral,treatment,0
108440,paid_search,control,0
109406,paid_search,control,0
107839,paid_search,treatment,0
101570,paid_search,control,0
109897,referral,treatment,0
110205,organic,treatment,1
106590,referral,control,0
108143,organic,treatment,1
100055,referral,treatment,1
113715,referral,treatment,1
102730,referral,control,1
105761,app_store,control,0
103791,organic,treatment,0
109325,paid_search,treatment,0
105477,organic,treatment,0
113552,app_store,control,0
113858,app_store,treatment,0
109834,paid_search,control,0
103964,paid_search,control,0
102863,referral,treatment,0
110044,referral,treatment,1
113716,paid_search,treatment,0
113864,organic,treatment,0
104680,paid_search,control,0
108620,paid_search,treatment,1
105668,app_store,treatment,0
104401,organic,treatment,0
100655,paid_search,treatment,0
113634,referral,treatment,0
100223,paid_search,control,0
107303,referral,treatment,1
109634,paid_search,treatment,0
104201,paid_search,control,0
106212,paid_search,treatment,0
109825,paid_search,control,0
104435,paid_search,control,0
104214,organic,treatment,0
107862,app_store,treatment,0
112024,app_store,treatment,0
101861,paid_search,treatment,0
112135,paid_search,control,0
100385,app_store,treatment,0
111944,app_store,treatment,0
110800,organic,treatment,0
105054,referral,control,0
105885,paid_search,control,0
112860,referral,control,0
100423,organic,treatment,0
109466,organic,control,1
103024,paid_search,control,0
113243,organic,control,0
107489,paid_search,control,0
105172,referral,treatment,0
106456,paid_search,control,0
106147,paid_search,control,0
103243,organic,treatment,1
105725,paid_search,control,1
104568,paid_search,control,0
107330,organic,treatment,0
113892,paid_search,treatment,0
110538,referral,treatment,0
103326,organic,treatment,0
112004,paid_search,control,0
110814,paid_search,control,0
102564,organic,treatment,1
108622,paid_search,control,0
111210,paid_search,control,0
102218,app_store,treatment,0
107112,organic,treatment,1
111983,organic,treatment,0
110404,referral,control,0
106155,organic,treatment,0
110490,paid_search,control,1
105768,referral,control,0
108302,organic,treatment,0
111865,paid_search,control,0
112803,paid_search,treatment,1
113578,paid_search,control,0
103597,paid_search,control,0
112905,paid_search,treatment,0
110444,referral,control,0
100899,organic,treatment,0
113338,referral,treatment,0
109582,paid_search,control,0
110208,app_store,control,1
100588,referral,control,1
109046,paid_search,control,0
105276,referral,treatment,1
103482,paid_search,treatment,0
108456,app_store,treatment,0
106564,app_store,treatment,0
108841,paid_search,treatment,1
107051,paid_search,treatment,0
107220,paid_search,control,0
103361,app_store,control,0
111501,organic,treatment,0
109439,influencer,treatment,0
108518,organic,treatment,0
108390,app_store,treatment,1
112904,app_store,treatment,0
104342,organic,treatment,0
109166,paid_search,treatment,0
107865,referral,control,0
111394,organic,control,1
104059,organic,treatment,0
100523,paid_search,control,0
111252,paid_search,control,0
104339,app_store,treatment,1
109056,referral,treatment,0
103675,paid_search,control,0
103140,organic,treatment,0
107756,app_store,treatment,0
109043,organic,treatment,1
104006,paid_search,treatment,0
111898,referral,treatment,0
113472,paid_search,control,1
113399,organic,treatment,1
103287,paid_search,treatment,0
101120,organic,control,1
103076,organic,treatment,0
110245,paid_search,control,0
103842,paid_search,treatment,0
103726,influencer,treatment,0
103480,paid_search,control,0
112042,organic,control,1
100216,referral,control,0
111044,paid_search,treatment,0
108466,referral,control,0
102529,app_store,control,0
107246,paid_search,control,0
103353,organic,treatment,1
104512,organic,treatment,0
106177,referral,treatment,0
101875,paid_search,control,1
102324,paid_search,control,0
106896,paid_search,control,0
101671,organic,treatment,0
112131,referral,treatment,0
107621,paid_search,treatment,0
113147,organic,treatment,0
103800,app_store,treatment,0
107973,organic,control,1
109960,referral,treatment,0
113535,paid_search,control,1
107614,organic,treatment,0
104732,influencer,treatment,0
107794,paid_search,control,1
111978,paid_search,control,0
107537,referral,control,0
103220,organic,treatment,0
102714,organic,control,0
107130,referral,treatment,1
102031,organic,treatment,1
107594,referral,control,1
107408,referral,control,0
100493,referral,treatment,0
113059,app_store,control,0
100668,paid_search,control,0
106090,paid_search,treatment,0
104760,referral,treatment,0
113889,organic,control,0
109892,paid_search,treatment,0
102660,organic,treatment,0
107524,paid_search,control,0
102732,app_store,control,0
110901,paid_search,treatment,0
108694,organic,treatment,1
103026,paid_search,control,0
104693,paid_search,treatment,0
113660,referral,control,0
109103,referral,treatment,0
109313,paid_search,treatment,1
109850,paid_search,treatment,0
110985,referral,treatment,0
101058,referral,treatment,0
113519,organic,treatment,0
107296,referral,control,0
109945,organic,control,0
113433,organic,treatment,0
100284,organic,treatment,1
109142,paid_search,control,0
110337,organic,treatment,0
111130,organic,treatment,0
100040,app_store,control,0
107834,app_store,control,0
113369,paid_search,control,0
106622,organic,treatment,0
106422,referral,control,0
101143,organic,control,1
100153,paid_search,control,0
108708,paid_search,control,0
109608,organic,treatment,0
100885,organic,treatment,1
109449,organic,treatment,0
111491,paid_search,treatment,1
112526,influencer,control,0
109133,paid_search,control,1
108554,organic,control,0
113280,app_store,control,0
111612,referral,control,1
103881,organic,control,1
109469,organic,treatment,1
106750,paid_search,control,1
104160,organic,treatment,0
101461,organic,treatment,1
110486,organic,treatment,1
104318,organic,treatment,1
111010,paid_search,control,0
100583,organic,treatment,0
104989,organic,treatment,1
111109,referral,treatment,0
104307,paid_search,control,0
111893,organic,treatment,1
104934,paid_search,control,0
112506,paid_search,treatment,1
110994,organic,treatment,0
107870,app_store,control,0
110213,organic,treatment,0
107494,paid_search,control,0
109126,referral,treatment,1
102924,paid_search,treatment,0
113622,organic,treatment,1
112206,organic,treatment,0
106841,paid_search,control,0
110110,paid_search,control,0
101944,organic,treatment,0
110616,app_store,control,0
107102,paid_search,control,0
100969,organic,treatment,0
100496,paid_search,control,0
109402,organic,treatment,0
104416,organic,treatment,0
105417,paid_search,treatment,0
104657,paid_search,control,0
100206,app_store,treatment,1
110270,organic,control,0
111976,paid_search,control,0
107947,referral,control,0
106562,paid_search,control,0
101635,paid_search,treatment,0
110055,organic,treatment,1
112488,organic,treatment,1
105211,referral,treatment,0
111171,app_store,control,0
104709,organic,treatment,1
102425,organic,control,0
101758,organic,treatment,1
110539,organic,treatment,0
104246,paid_search,control,1
107309,referral,control,0
112445,paid_search,treatment,0
107088,app_store,treatment,0
102135,paid_search,treatment,0
106728,app_store,treatment,0
111476,referral,treatment,1
111284,referral,treatment,0
106019,organic,treatment,1
101356,paid_search,control,0
106496,organic,treatment,0
102429,organic,treatment,0
108925,organic,treatment,0
110549,referral,control,1
105496,referral,control,0
113792,paid_search,control,0
113012,paid_search,control,1
104016,organic,control,0
112954,referral,treatment,0
106117,paid_search,control,0
107892,paid_search,treatment,0
108595,app_store,control,0
100048,app_store,control,0
112723,paid_search,control,0
101763,organic,control,0
105383,organic,treatment,0
100180,referral,treatment,0
109875,paid_search,control,0
101497,paid_search,control,0
113181,paid_search,control,0
110906,paid_search,control,1
105147,organic,treatment,1
106811,paid_search,control,1
112615,referral,control,0
112650,organic,treatment,0
100945,paid_search,control,0
104055,paid_search,control,1
103316,organic,treatment,0
106616,app_store,treatment,0
113691,paid_search,control,0
105163,paid_search,treatment,0
104735,organic,control,0
103753,paid_search,control,0
113746,referral,control,1
108184,referral,treatment,0
104259,organic,treatment,0
